Name	Entity	AD site	Last seen	Device type	Device manufacturer	Device model	Device product version	CPU model	CPU frequency [Mhz]	Number of CPUs	Total RAM [bytes]	Total drive capacity [bytes]	OS version and architecture	Last logon time	Number of hard resets	Number of days since last system update	System drive free space [bytes]	Total drive free space [bytes]	Total non-system drive free space [bytes]	Last system update	Last system boot time	OS build	Group name	Number of cores
HUS-GSO-L072	Houston	Houston	09.03.2020 18:02:31	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 16:41:39	1	53	379449729024	379449729024	0	16.01.2020 21:51:05	09.03.2020 16:40:47	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L234	New York	NewYork	09.03.2020 14:38:57	laptop	Lenovo	20JTS0HD06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 08:26:11	1	53	368011636736	368011636736	0	16.01.2020 13:57:47	09.03.2020 08:19:25	16299.1654.0.0	TBG_DOMAIN	2
NYC-CONF-W229	New York	NewYork	07.03.2020 03:34:07	desktop	HP	HP EliteDesk 800 G1 SFF	-	Intel Core i7-4770 CPU @ 3.40GHz	3401	1	12884901888	239711809536	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 10:48:20	1	53	184073011200	184073011200	0	16.01.2020 08:28:13	05.03.2020 10:46:59	17763.973.0.0	TBG_DOMAIN	4
MUM-REAL-L122	Mumbai	Mumbai	09.03.2020 05:20:00	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:04:53	1	54	461161639936	461161639936	0	15.01.2020 07:33:42	09.03.2020 05:02:04	17763.379.0.0	TBG_DOMAIN	4
LDN-REAL-L533	London	SloughVPN	09.03.2020 15:39:05	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1803 (64 bits)	09.03.2020 15:12:20	1	56	335142580224	335142580224	0	13.01.2020 04:34:27	09.03.2020 15:04:44	17134.1184.0.0	TBG_DOMAIN	4
NYC-FING-L432	New York	NewYork	09.03.2020 16:20:12	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511291998208	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 09:38:44	1	60	339321618432	339321618432	0	09.01.2020 15:57:42	06.03.2020 10:11:03	16299.1654.0.0	TBG_DOMAIN	4
NYC-FING-L710	New York	NewYork	09.03.2020 09:59:40	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:07:41	1	63	421717999616	421717999616	0	06.01.2020 18:17:04	09.03.2020 09:05:58	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L487	Gurgaon	Gurgaon	09.03.2020 11:37:33	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:48:33	3	63	446504931328	446504931328	0	06.01.2020 11:30:39	09.03.2020 09:47:08	17763.973.0.0	TBG_DOMAIN	4
NYC-PWM-L199	New York	VirginiaVPN	09.03.2020 21:42:47	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56539 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:00:17	1	66	453921439744	453921439744	0	03.01.2020 12:46:42	09.03.2020 19:42:21	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L705	New York	NewYork	09.03.2020 16:16:58	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56579 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:31:24	1	66	449016639488	449016639488	0	03.01.2020 13:50:35	09.03.2020 08:30:45	17763.973.0.0	TBG_DOMAIN	4
GUR-REAL-L154	Gurgaon	SingaporeVPN	10.03.2020 05:13:05	laptop	Microsoft	Surface Laptop 2	D:F B:0CA564B9 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 02:35:25	1	66	410216112128	410216112128	0	03.01.2020 10:58:49	10.03.2020 02:29:12	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L074	New York	CarlstadtVPN	09.03.2020 19:19:24	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 10:30:45	1	66	382102274048	382102274048	0	03.01.2020 15:54:56	06.03.2020 17:01:23	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L476	Gurgaon	SingaporeVPN	09.03.2020 11:40:34	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 11:23:10	1	69	419823316992	419823316992	0	31.12.2019 10:53:50	09.03.2020 11:22:14	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L079	New York	NewYork	09.03.2020 20:21:58	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:05F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:50:18	1	74	389789315072	389789315072	0	26.12.2019 11:53:18	09.03.2020 08:48:13	17763.1012.0.0	TBG_DOMAIN	4
NYC-PEQG-L919	New York	NewYork	09.03.2020 18:39:21	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:23:34	1	77	440295940096	440295940096	0	23.12.2019 15:23:13	09.03.2020 09:19:46	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L491	New York	NewYork	10.03.2020 05:12:47	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:53:34	1	81	397260537856	397260537856	0	19.12.2019 17:05:18	09.03.2020 10:46:19	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L506	New York	CarlstadtVPN	09.03.2020 09:47:55	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:12:42	1	83	336909406208	336909406208	0	17.12.2019 20:34:50	09.03.2020 09:11:27	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L087	New York	NewYork	09.03.2020 20:50:42	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:30:19	3	83	377364549632	377364549632	0	17.12.2019 15:19:34	06.03.2020 09:28:31	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L731	New York	NewYork	09.03.2020 23:34:23	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 18:16:02	2	84	404477550592	404477550592	0	16.12.2019 16:08:18	08.03.2020 18:14:50	17763.1012.0.0	TBG_DOMAIN	4
NYC-COMP-L178	New York	NewYork	09.03.2020 16:10:03	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:27:48	1	84	398310117376	398310117376	0	16.12.2019 21:37:34	04.03.2020 09:26:38	17763.973.0.0	TBG_DOMAIN	4
NYC-INFR-L061	New York	NewYork	09.03.2020 20:01:09	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 16:26:21	1	94	403379544064	403379544064	0	06.12.2019 17:07:45	09.03.2020 16:24:54	17763.973.0.0	TBG_DOMAIN	4
NYC-STPG-L137	New York	NewYork	10.03.2020 02:51:41	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:34:00	1	95	383375298560	383375298560	0	05.12.2019 18:31:47	09.03.2020 09:33:15	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L475	New York	VirginiaVPN	10.03.2020 00:40:00	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 11:49:05	1	96	404067827712	404067827712	0	04.12.2019 17:26:01	08.03.2020 11:48:14	17763.973.0.0	TBG_DOMAIN	4
ZOOM-5N0X4Z2	-	-	10.03.2020 05:13:10	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700 CPU @ 3.20GHz	3192	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 01:39:35	1	96	485142245376	485142245376	0	-	07.03.2020 01:37:33	17763.973.0.0	WORKGROUP	6
NYC-BXII-L714	New York	NewYork	09.03.2020 17:32:42	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 10:25:40	1	97	429543567360	429543567360	0	03.12.2019 18:41:44	08.03.2020 10:24:26	17763.973.0.0	TBG_DOMAIN	4
SIN-UAT-L007	Singapore	Singapore	10.03.2020 05:13:46	laptop	Lenovo	20F9CTO1WW	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 02:13:35	1	113	172011700224	172011700224	0	18.11.2019 00:00:05	10.03.2020 02:12:23	17763.1012.0.0	TBG_DOMAIN	2
MUM-REAL-L110	Mumbai	Mumbai	09.03.2020 12:10:07	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 06:18:14	1	116	344280539136	344280539136	0	14.11.2019 22:47:20	07.03.2020 06:10:35	17763.379.0.0	TBG_DOMAIN	4
NYC-TACT-L194	New York	VirginiaVPN	10.03.2020 05:13:30	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:44:20	1	122	391976611840	391976611840	0	08.11.2019 12:52:59	04.03.2020 09:43:34	17763.973.0.0	TBG_DOMAIN	4
NYC-BAAM-L015	New York	NewYork	09.03.2020 15:16:13	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:53:05	1	123	387769565184	387769565184	0	07.11.2019 10:55:49	09.03.2020 09:51:26	17763.973.0.0	TBG_DOMAIN	4
NYC-PWM-L163	New York	NewYork	09.03.2020 18:01:12	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56539 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 07:57:09	1	123	379319468032	379319468032	0	07.11.2019 14:54:15	04.03.2020 22:25:01	17763.973.0.0	TBG_DOMAIN	4
NYC-COMP-L174	New York	CarlstadtVPN	08.03.2020 14:59:29	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56499 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 18:20:18	1	125	371210465280	371210465280	0	05.11.2019 12:00:09	06.03.2020 18:19:20	17763.973.0.0	TBG_DOMAIN	4
NYC-BAAM-L012	New York	CarlstadtVPN	09.03.2020 22:00:00	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56579 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 10:38:29	2	126	371132084224	371132084224	0	04.11.2019 15:00:11	04.03.2020 10:35:55	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L405	New York	CarlstadtVPN	09.03.2020 11:57:11	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:23:00	1	128	305206693888	305206693888	0	02.11.2019 16:51:15	09.03.2020 07:15:30	17763.1012.0.0	TBG_DOMAIN	4
NYC-PEQG-L855	New York	NewYork	09.03.2020 21:17:04	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56499 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:44:41	1	130	358624829440	358624829440	0	31.10.2019 17:00:55	09.03.2020 09:42:55	17763.1012.0.0	TBG_DOMAIN	4
NYC-COMP-L144	New York	-	09.03.2020 19:31:31	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 18:29:39	1	132	371083218944	371083218944	0	29.10.2019 13:39:42	06.03.2020 18:28:15	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L593	New York	NewYork	09.03.2020 12:40:51	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:23:23	1	138	405458477056	405458477056	0	24.10.2019 02:14:11	09.03.2020 09:21:44	17763.973.0.0	TBG_DOMAIN	4
NYC-HUMN-L173	New York	-	09.03.2020 17:50:00	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:54:06	1	138	440761298944	440761298944	0	23.10.2019 18:06:09	09.03.2020 08:50:32	17763.973.0.0	TBG_DOMAIN	4
NYC-TACT-L180	New York	VirginiaVPN	09.03.2020 22:03:37	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56499 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 18:41:18	1	138	408998768640	408998768640	0	23.10.2019 15:28:39	09.03.2020 18:39:22	17763.1012.0.0	TBG_DOMAIN	4
NYC-FING-L586	New York	NewYork	09.03.2020 13:20:50	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56499 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:59:56	1	139	436038262784	436038262784	0	22.10.2019 16:44:39	09.03.2020 09:56:21	17763.379.0.0	TBG_DOMAIN	4
NYC-COMP-L135	New York	VirginiaVPN	09.03.2020 21:34:46	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56579 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:04:12	1	140	320753090560	320753090560	0	21.10.2019 19:21:37	09.03.2020 21:02:28	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L431	Gurgaon	SingaporeVPN	10.03.2020 05:08:46	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 04:34:46	1	142	417017700352	417017700352	0	19.10.2019 18:10:13	06.03.2020 03:42:41	17763.1012.0.0	TBG_DOMAIN	4
SHG-REAL-L012	-	Shanghai	10.03.2020 05:14:33	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:28:30	2	145	419860041728	419860041728	0	16.10.2019 05:22:44	09.03.2020 02:27:09	17763.832.0.0	TBG_DOMAIN	4
NYC-FING-L538	New York	NewYork	09.03.2020 22:09:12	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 20:05:42	1	151	334266175488	334266175488	0	10.10.2019 13:01:26	09.03.2020 19:56:43	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L587	New York	VirginiaVPN	10.03.2020 05:14:27	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	21.02.2020 12:34:43	1	152	350910181376	350910181376	0	09.10.2019 18:20:17	09.03.2020 16:33:49	17763.805.0.0	TBG_DOMAIN	4
NYC-GSO-L364	New York	NewYork	10.03.2020 04:19:25	laptop	Dell	Precision 5530	-	Intel Core i7-8850H CPU @ 2.60GHz	2592	1	34359738368	511261892608	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:08:39	1	171	330855505920	330855505920	0	20.09.2019 12:20:38	09.03.2020 10:07:35	17763.1012.0.0	TBG_DOMAIN	6
NYC-SIG-L045	New York	NewYork	10.03.2020 05:14:20	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:09:10	1	177	391128297472	391128297472	0	14.09.2019 17:33:16	09.03.2020 10:07:36	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L962	New York	VirginiaVPN	10.03.2020 05:14:31	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:15:56	1	177	402854756352	402854756352	0	14.09.2019 07:40:38	04.03.2020 09:13:56	17763.832.0.0	TBG_DOMAIN	4
NYC-TACT-L200	New York	NewYork	05.03.2020 09:54:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 09:40:37	1	177	357163290624	357163290624	0	14.09.2019 07:36:56	04.03.2020 09:35:54	17763.973.0.0	TBG_DOMAIN	4
LDN-PEQG-L155	London	London	06.03.2020 15:53:00	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 13:47:07	1	179	327360081920	327360081920	0	13.09.2019 00:32:10	05.03.2020 13:46:34	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L173	Gurgaon	Gurgaon10CC2	09.03.2020 06:02:49	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 05:17:39	1	185	425356279808	425356279808	0	06.09.2019 12:08:37	06.03.2020 05:16:15	17763.1012.0.0	TBG_DOMAIN	4
NYC-345-27-51ST	New York	-	10.03.2020 05:13:55	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700 CPU @ 3.20GHz	3192	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 16:13:34	1	185	479858438144	479858438144	0	-	05.03.2020 16:13:27	17763.973.0.0	WORKGROUP	6
NYC-REAL-L956	New York	NewYork	10.03.2020 05:13:52	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 10:35:13	1	191	334249021440	334249021440	0	31.08.2019 17:22:19	09.03.2020 16:44:27	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L350	New York	CarlstadtVPN	09.03.2020 19:52:12	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:14:58	2	193	415037132800	415037132800	0	29.08.2019 15:31:12	09.03.2020 08:12:41	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L937	New York	CarlstadtVPN	09.03.2020 22:58:02	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:49:20	1	196	345008963584	345008963584	0	26.08.2019 17:07:32	06.03.2020 09:43:37	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L343	Gurgaon	Gurgaon	05.03.2020 10:40:19	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 10:02:21	2	200	399713914880	399713914880	0	22.08.2019 08:19:57	05.03.2020 09:59:45	17763.1012.0.0	TBG_DOMAIN	4
NYC-PEQG-L785	New York	NewYork	09.03.2020 20:50:00	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511261892608	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 16:26:45	2	200	403854188544	403854188544	0	22.08.2019 07:49:12	08.03.2020 16:24:12	17763.973.0.0	TBG_DOMAIN	4
NYC-TACT-L154	New York	NewYork	10.03.2020 03:36:01	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 16:48:28	1	200	423369879552	423369879552	0	22.08.2019 09:48:31	09.03.2020 16:47:29	17763.973.0.0	TBG_DOMAIN	4
NYC-BAAM-L930	New York	NewYork	06.03.2020 08:17:07	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 09:13:38	1	202	367408001024	367408001024	0	20.08.2019 09:21:02	04.03.2020 09:24:07	17763.678.0.0	TBG_DOMAIN	4
NYC-ERSG-L049	New York	CarlstadtVPN	09.03.2020 14:43:07	laptop	Lenovo	20AMS4E600	Thinkpad X240	Intel Core i7-4600U CPU @ 2.10GHz	2701	1	8589934592	179774181376	Windows 7 Professional SP1 (64 bits)	09.03.2020 14:22:18	1	206	57778372608	57778372608	0	16.08.2019 14:26:55	09.03.2020 14:21:37	7601.24411.0.0	TBG_DOMAIN	2
NYC-COMP-L113	New York	NewYork	09.03.2020 19:09:05	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:03:19	1	206	221982982144	221982982144	0	16.08.2019 14:45:18	05.03.2020 07:56:23	17763.973.0.0	TBG_DOMAIN	4
NYC-BAAM-L858	New York	NewYork	10.03.2020 05:09:42	laptop	Lenovo	20FAS71Y08	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	249241321472	Windows 10 Enterprise 1709 (64 bits)	04.03.2020 20:42:50	1	213	57185992704	57185992704	0	09.08.2019 17:52:07	04.03.2020 20:41:00	16299.1625.0.0	TBG_DOMAIN	2
DBN-GSO-L148	Dublin	SloughVPN	10.03.2020 05:14:38	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 17:23:42	2	214	336509837312	336509837312	0	08.08.2019 08:04:24	09.03.2020 17:17:37	16299.1654.0.0	TBG_DOMAIN	4
GUR-REAL-L106	Gurgaon	SingaporeVPN	10.03.2020 04:26:57	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:45:38	1	214	319093686272	319093686272	0	08.08.2019 09:13:02	10.03.2020 04:26:09	17763.1012.0.0	TBG_DOMAIN	4
GUR-REAL-L091	Gurgaon	Gurgaon10CC2	09.03.2020 00:49:21	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 03:15:58	1	217	348761673728	348761673728	0	05.08.2019 23:58:50	06.03.2020 03:10:38	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L127	Gurgaon	Gurgaon10CC2	09.03.2020 10:38:05	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 07:21:32	1	218	441435471872	441435471872	0	04.08.2019 06:12:32	06.03.2020 07:14:44	17763.973.0.0	TBG_DOMAIN	4
GUR-FING-L147	Gurgaon	Gurgaon10CC2	09.03.2020 14:03:47	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 04:37:00	1	218	424556896256	424556896256	0	05.08.2019 03:46:27	09.03.2020 04:34:20	17763.1012.0.0	TBG_DOMAIN	4
